age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
58,retired,divorced,primary,no,30501,no,no,unknown,16,sep,4110,43,-1,5,failure,yes
22,technician,divorced,secondary,no,-5069,no,no,unknown,6,jul,2018,13,-1,1,failure,yes
54,unknown,single,secondary,no,18654,no,no,cellular,5,apr,2029,56,-1,4,other,no
53,retired,single,primary,no,-6532,no,no,cellular,17,apr,1475,2,-1,0,failure,yes
38,student,married,unknown,no,71750,yes,no,cellular,7,jan,2429,37,-1,0,failure,no
27,blue-collar,divorced,unknown,no,45886,yes,no,telephone,27,oct,4891,51,-1,5,unknown,yes
21,technician,married,unknown,no,78445,yes,yes,unknown,6,jan,257,35,86,5,failure,no
18,retired,divorced,primary,no,54176,no,no,cellular,15,jul,2918,36,-1,5,other,yes
55,student,divorced,secondary,no,96971,yes,no,telephone,25,oct,859,30,-1,1,other,no
25,retired,married,tertiary,no,78216,no,no,cellular,4,jan,609,4,-1,5,unknown,no
92,unknown,divorced,secondary,no,8234,yes,no,unknown,14,feb,277,43,-1,0,other,no
37,self-employed,divorced,unknown,no,4826,no,yes,cellular,15,oct,1344,61,-1,2,other,no
68,services,single,primary,no,89819,no,yes,unknown,18,oct,3597,51,-1,2,failure,no
70,blue-collar,single,secondary,no,21602,no,no,unknown,28,jan,3621,4,-1,4,success,yes
56,student,divorced,unknown,no,76160,no,no,telephone,19,apr,3934,14,-1,4,failure,yes
86,services,single,primary,no,61143,yes,no,cellular,12,aug,715,53,-1,2,failure,no
26,management,married,primary,no,69208,yes,no,telephone,13,jul,534,45,-1,0,other,no
36,unknown,married,primary,no,21346,yes,no,telephone,20,jul,4830,24,516,2,unknown,yes
37,student,divorced,primary,no,26435,yes,no,unknown,10,apr,4533,16,-1,1,other,yes
28,unknown,single,unknown,no,53033,no,no,telephone,22,jul,3443,30,-1,4,other,no
40,admin.,married,secondary,no,-5559,no,no,telephone,12,jan,4129,3,-1,0,failure,yes
42,services,divorced,secondary,no,26280,no,no,unknown,2,nov,3956,6,-1,2,unknown,yes
77,self-employed,married,unknown,no,47830,yes,no,unknown,17,jul,2834,5,261,3,failure,yes
41,housemaid,married,tertiary,no,14490,yes,no,telephone,8,may,2339,52,-1,3,unknown,no
86,technician,single,unknown,no,23434,yes,yes,telephone,12,may,4812,3,-1,4,unknown,yes
78,admin.,married,unknown,no,100188,yes,no,unknown,11,may,3326,35,-1,1,success,yes
88,admin.,single,unknown,no,23880,no,yes,cellular,5,jun,4340,18,-1,3,success,yes
26,technician,divorced,secondary,no,91266,yes,no,telephone,9,mar,1019,48,200,0,other,no
94,self-employed,divorced,unknown,no,93985,yes,no,telephone,29,aug,1095,9,688,2,success,yes
65,technician,divorced,tertiary,no,66127,no,no,telephone,10,mar,3097,58,-1,5,other,yes
94,retired,married,unknown,no,8826,yes,no,cellular,23,apr,4692,6,-1,5,other,yes
45,blue-collar,married,primary,no,14625,no,no,unknown,13,nov,3052,54,-1,3,other,yes
92,technician,divorced,primary,no,94765,yes,no,cellular,3,jul,2178,10,-1,2,other,yes
63,unemployed,single,primary,no,-7837,no,no,telephone,26,nov,122,2,-1,5,other,no
23,entrepreneur,divorced,secondary,no,47418,no,no,telephone,29,aug,761,3,-1,2,unknown,no
49,blue-collar,married,tertiary,no,57590,yes,no,cellular,8,oct,1135,50,-1,4,other,yes
28,housemaid,divorced,unknown,no,84210,yes,no,unknown,6,feb,984,22,341,3,failure,no
91,housemaid,single,tertiary,no,90457,yes,no,cellular,29,jul,3454,27,-1,0,unknown,no
41,management,divorced,secondary,no,23194,no,no,unknown,4,may,3365,52,-1,4,failure,no
35,blue-collar,married,unknown,no,47279,no,no,cellular,28,jan,1867,17,-1,5,success,yes
61,self-employed,single,unknown,no,61731,yes,no,cellular,6,feb,4857,35,-1,4,failure,yes
51,unemployed,divorced,unknown,no,98169,no,no,cellular,27,mar,1936,19,-1,3,failure,no
25,student,single,primary,no,53224,yes,no,cellular,29,jan,2190,5,59,0,unknown,no
81,admin.,single,tertiary,no,5398,no,no,cellular,8,jun,2588,63,-1,0,success,no
83,management,married,primary,no,93658,no,no,unknown,7,jan,2819,24,-1,5,unknown,no
75,housemaid,divorced,unknown,no,48369,yes,no,telephone,4,oct,940,54,-1,2,success,no
66,technician,married,secondary,no,11722,yes,no,cellular,25,aug,1476,28,355,2,success,no
49,technician,single,secondary,no,12930,yes,yes,cellular,11,dec,3384,55,-1,3,unknown,no
60,self-employed,divorced,unknown,no,14502,yes,no,cellular,20,feb,4158,11,-1,5,other,yes
58,services,single,unknown,no,71338,yes,no,unknown,20,jan,2083,35,-1,2,other,no
30,management,single,secondary,no,96386,yes,no,cellular,17,nov,566,24,-1,3,success,no
24,entrepreneur,married,tertiary,no,40549,yes,no,cellular,8,may,4188,63,857,3,failure,yes
37,services,single,tertiary,no,2776,no,no,telephone,12,oct,2864,22,-1,2,other,yes
53,blue-collar,divorced,secondary,no,89734,yes,no,cellular,16,mar,2145,49,-1,3,unknown,no
30,self-employed,married,secondary,no,61815,yes,no,cellular,3,jan,2883,32,-1,1,success,no
26,unknown,single,unknown,no,54782,no,no,unknown,13,jun,4047,26,586,2,success,yes
84,services,single,primary,no,-1338,no,no,cellular,23,jul,5,44,676,2,unknown,no
47,retired,married,tertiary,no,98766,no,no,telephone,14,feb,1771,41,408,3,unknown,no
63,unknown,divorced,secondary,no,468,yes,no,cellular,13,jan,4626,31,-1,2,unknown,yes
58,unknown,single,tertiary,no,59144,no,no,cellular,27,mar,1479,4,-1,2,success,yes
75,self-employed,married,primary,no,57686,yes,no,unknown,17,feb,4792,5,-1,5,other,yes
75,admin.,single,unknown,no,48523,yes,yes,cellular,23,dec,1384,38,355,4,failure,no
41,services,divorced,tertiary,no,52650,yes,no,telephone,2,dec,2299,4,-1,5,other,yes
84,admin.,divorced,secondary,no,35766,yes,no,cellular,29,jan,344,39,-1,3,other,no
46,entrepreneur,single,unknown,no,55032,yes,no,telephone,25,jun,3569,56,-1,2,unknown,yes
83,housemaid,single,primary,no,32022,no,yes,cellular,26,may,1177,50,742,2,failure,no
49,admin.,divorced,unknown,no,44101,no,no,telephone,22,jan,4174,44,-1,5,other,yes
26,self-employed,married,secondary,no,66593,yes,no,cellular,17,aug,638,18,-1,3,other,no
77,housemaid,married,unknown,no,73659,yes,no,telephone,17,nov,574,42,-1,5,unknown,no
20,student,single,unknown,no,8868,no,no,cellular,20,aug,2308,12,-1,5,success,yes
78,self-employed,single,unknown,no,101140,no,no,cellular,16,dec,416,58,-1,5,unknown,no
21,unemployed,single,tertiary,no,2636,no,yes,cellular,23,aug,1619,6,-1,3,success,yes
34,retired,married,unknown,no,22335,yes,yes,cellular,11,jul,3390,35,-1,2,success,yes
65,self-employed,divorced,tertiary,no,30150,yes,no,telephone,24,dec,2483,31,-1,5,success,no
91,blue-collar,single,primary,no,27578,no,no,unknown,11,sep,2752,5,857,1,other,yes
49,self-employed,divorced,primary,no,30706,no,no,telephone,15,oct,446,12,594,1,unknown,no
27,technician,divorced,unknown,no,27535,yes,no,telephone,3,oct,3341,46,-1,5,failure,yes
36,housemaid,divorced,unknown,no,39961,no,no,telephone,28,jan,448,38,-1,4,other,no
87,entrepreneur,single,tertiary,no,75959,no,yes,cellular,22,sep,2813,11,-1,3,unknown,yes
74,services,single,primary,no,83021,yes,no,telephone,8,sep,3889,9,-1,3,other,yes
25,management,married,secondary,no,30281,yes,no,unknown,2,jun,3573,42,-1,2,success,yes
48,technician,single,secondary,no,20426,yes,no,cellular,27,jul,1735,42,-1,5,other,no
38,student,divorced,unknown,no,66441,no,no,telephone,1,oct,761,26,-1,2,success,no
31,housemaid,single,primary,no,-1448,yes,no,telephone,15,feb,4085,2,-1,2,failure,yes
84,entrepreneur,married,secondary,no,41047,no,no,cellular,1,jul,1060,2,-1,0,failure,no
66,technician,married,unknown,no,16200,yes,no,cellular,22,oct,2438,10,-1,0,unknown,yes
32,unemployed,single,unknown,no,58858,no,no,telephone,7,apr,1165,4,-1,1,failure,no
68,student,single,secondary,no,611,no,no,telephone,14,apr,146,36,-1,1,unknown,no
50,entrepreneur,divorced,unknown,no,83191,yes,no,telephone,18,jan,2048,25,-1,1,other,no
22,services,divorced,primary,no,21699,yes,yes,cellular,12,apr,2706,14,-1,4,success,yes
53,blue-collar,single,secondary,no,48546,no,no,telephone,22,may,3736,38,-1,3,unknown,yes
32,self-employed,single,primary,no,54946,yes,no,cellular,16,dec,3570,45,-1,0,other,yes
37,retired,divorced,primary,no,44269,yes,no,cellular,14,jan,4089,11,-1,3,other,yes
86,technician,married,primary,no,41279,yes,yes,telephone,10,aug,4003,40,-1,0,failure,yes
73,blue-collar,single,unknown,no,21367,yes,no,cellular,13,jan,1973,7,-1,3,unknown,yes
28,admin.,single,primary,no,76978,yes,no,unknown,10,oct,1678,38,-1,0,other,no
84,unemployed,divorced,unknown,no,48749,yes,yes,telephone,18,jun,2961,24,204,0,unknown,no
62,management,divorced,primary,no,15735,yes,yes,cellular,24,jun,2359,7,-1,4,unknown,yes
86,student,single,unknown,no,20865,no,no,unknown,19,dec,1451,51,-1,0,other,no
76,services,single,primary,no,40248,yes,no,cellular,1,sep,156,12,-1,5,unknown,no
44,housemaid,divorced,primary,no,84792,yes,no,unknown,27,feb,2340,50,-1,2,failure,no
59,student,single,primary,no,97750,yes,no,telephone,25,apr,2308,24,-1,4,unknown,no
59,technician,married,unknown,no,34775,no,no,telephone,26,apr,4628,44,-1,1,other,yes
74,technician,married,unknown,no,35464,no,yes,unknown,2,aug,3996,45,-1,2,unknown,no
37,unemployed,divorced,primary,no,6201,no,no,telephone,26,oct,1324,27,-1,5,failure,no
43,entrepreneur,single,secondary,no,52025,yes,no,telephone,15,aug,542,43,-1,0,failure,no
37,technician,married,tertiary,no,18396,yes,no,telephone,27,may,3875,28,389,2,failure,yes
41,retired,divorced,primary,no,82150,yes,no,unknown,25,sep,2396,39,719,0,other,no
30,housemaid,divorced,unknown,no,50803,yes,no,unknown,28,oct,207,15,-1,2,success,no
20,unemployed,single,secondary,no,16405,no,no,telephone,4,jan,3708,27,-1,5,other,yes
91,admin.,married,unknown,no,92791,no,yes,unknown,18,jul,1698,9,-1,3,failure,yes
23,entrepreneur,divorced,tertiary,no,81697,yes,no,cellular,23,sep,841,27,393,2,other,no
87,unknown,married,secondary,no,25061,yes,no,telephone,19,aug,3240,1,-1,3,other,yes
18,self-employed,single,secondary,no,5213,no,no,cellular,26,mar,3862,26,-1,1,unknown,yes
78,technician,divorced,secondary,no,21082,yes,yes,unknown,23,feb,3817,55,-1,0,failure,no
43,admin.,single,primary,no,33436,no,no,telephone,2,apr,1349,23,-1,3,other,no
58,management,married,unknown,no,36721,yes,no,cellular,7,may,2912,32,-1,4,success,yes
40,blue-collar,married,tertiary,no,82454,yes,no,unknown,20,dec,2291,54,-1,1,unknown,no
56,entrepreneur,single,secondary,no,98452,no,no,cellular,12,aug,4275,1,-1,0,other,yes
53,self-employed,divorced,tertiary,no,74201,no,no,cellular,12,nov,933,43,-1,3,unknown,no
59,housemaid,divorced,primary,no,84974,yes,no,telephone,29,jan,4037,34,-1,2,unknown,yes
48,technician,married,secondary,no,5764,yes,no,unknown,3,oct,1703,22,-1,5,unknown,no
59,unemployed,married,secondary,no,8463,yes,yes,cellular,17,mar,3037,17,-1,2,unknown,no
82,services,divorced,secondary,no,91894,yes,yes,unknown,10,jul,2470,38,-1,2,unknown,no
51,student,married,tertiary,no,59512,yes,no,unknown,2,may,1712,27,-1,3,other,yes
46,housemaid,married,primary,no,17929,no,yes,unknown,12,nov,1138,25,-1,5,success,no
28,technician,single,unknown,no,79105,yes,no,cellular,13,sep,1789,43,-1,4,success,no
46,self-employed,single,secondary,no,11246,no,no,cellular,15,jun,2987,26,-1,3,other,no
27,services,married,secondary,no,76481,no,yes,unknown,5,jul,3025,52,-1,4,unknown,no
32,technician,married,unknown,no,89142,yes,no,unknown,23,sep,3065,18,-1,4,success,yes
92,blue-collar,married,tertiary,no,45773,no,no,telephone,12,sep,3229,45,-1,3,other,yes
24,student,single,primary,no,64201,yes,no,unknown,18,jul,251,36,101,1,unknown,no
55,admin.,married,unknown,no,72501,no,no,cellular,17,sep,1940,57,-1,0,other,no
83,unknown,married,tertiary,no,88838,no,no,unknown,18,oct,1549,26,452,3,other,no
92,blue-collar,single,unknown,no,56194,no,yes,cellular,16,jan,1955,15,-1,4,failure,no
29,housemaid,married,primary,no,24284,yes,no,telephone,10,may,1880,26,-1,2,other,no
30,blue-collar,married,tertiary,no,14158,yes,no,cellular,16,nov,869,42,-1,2,other,no
47,technician,single,unknown,no,31109,no,no,cellular,17,apr,4746,28,-1,2,other,yes
61,admin.,married,unknown,no,-1835,no,no,unknown,1,oct,1,57,-1,3,failure,no
92,student,single,primary,no,68852,yes,no,unknown,23,jul,2929,10,-1,4,success,no
34,entrepreneur,single,unknown,no,32644,no,no,unknown,14,apr,2270,20,-1,2,other,yes
30,blue-collar,single,unknown,no,70272,yes,no,cellular,10,may,3460,62,-1,3,failure,no
37,retired,single,primary,no,-1187,no,no,telephone,1,jun,4086,51,-1,2,success,yes
86,entrepreneur,divorced,primary,no,27405,yes,no,unknown,10,feb,3191,5,164,1,unknown,no
20,services,married,secondary,no,35451,no,no,cellular,13,apr,3770,60,800,4,success,yes
47,blue-collar,married,unknown,no,1630,no,no,telephone,26,sep,1347,27,-1,3,other,yes
27,technician,married,tertiary,no,83176,yes,no,cellular,21,nov,4889,41,-1,3,other,yes
30,blue-collar,divorced,primary,no,57730,no,no,telephone,13,dec,429,2,-1,1,failure,no
89,student,divorced,primary,no,84872,no,no,cellular,4,may,3292,11,-1,5,failure,yes
18,student,divorced,secondary,no,80203,no,no,cellular,9,oct,720,45,-1,4,success,yes
43,admin.,single,unknown,no,-4252,yes,yes,telephone,29,may,1150,17,-1,4,other,yes
89,unknown,single,primary,no,87188,yes,yes,cellular,4,oct,4059,8,105,4,unknown,yes
65,unemployed,single,tertiary,yes,-352,no,no,telephone,20,nov,3331,43,-1,2,success,no
23,entrepreneur,married,unknown,no,87828,no,no,telephone,17,jun,3116,14,823,3,unknown,yes
54,services,single,primary,no,65685,yes,no,unknown,7,aug,4075,55,-1,1,failure,yes
93,self-employed,single,primary,no,82137,no,yes,unknown,28,nov,1369,12,-1,4,failure,no
49,self-employed,married,tertiary,no,46999,no,no,cellular,13,feb,3153,2,107,0,failure,no
59,entrepreneur,divorced,primary,no,9616,yes,no,cellular,21,mar,993,25,-1,3,failure,yes
59,self-employed,divorced,primary,no,8429,no,yes,cellular,4,aug,2369,21,-1,1,unknown,yes
69,services,married,tertiary,no,5059,yes,no,cellular,30,mar,1991,41,-1,3,other,no
32,housemaid,divorced,unknown,no,80608,no,no,telephone,1,oct,3042,15,-1,1,other,yes
83,entrepreneur,married,unknown,no,50693,yes,no,telephone,10,apr,319,62,-1,5,success,no
95,services,divorced,primary,no,15814,yes,yes,telephone,29,may,126,27,-1,0,failure,no
29,unemployed,divorced,tertiary,no,5733,yes,no,unknown,20,oct,155,45,-1,4,other,no
81,blue-collar,married,primary,no,596,no,yes,telephone,21,jul,1304,49,-1,4,unknown,no
81,self-employed,single,unknown,no,20390,yes,no,telephone,10,oct,2833,56,-1,5,failure,no
75,technician,married,secondary,no,74445,no,no,telephone,25,aug,775,32,-1,1,other,no
46,self-employed,divorced,secondary,no,90165,no,yes,cellular,29,jul,4875,15,-1,4,failure,yes
54,services,married,primary,no,58893,no,no,cellular,20,jul,2033,33,-1,0,success,yes
83,entrepreneur,married,primary,no,101527,no,no,cellular,7,oct,1491,27,-1,4,failure,no
29,management,married,secondary,no,35388,no,no,cellular,29,dec,4392,39,775,2,unknown,yes
82,self-employed,married,primary,no,28576,no,no,unknown,1,jan,861,15,-1,4,success,yes
89,entrepreneur,married,unknown,no,68199,no,no,cellular,28,jul,924,33,-1,4,other,no
71,retired,single,tertiary,yes,6814,no,no,unknown,1,oct,1873,61,-1,2,unknown,no
44,management,single,unknown,no,92251,no,yes,telephone,2,aug,349,44,-1,2,success,no
61,student,single,primary,no,77815,yes,yes,telephone,2,jun,3351,61,261,4,unknown,yes
21,admin.,married,tertiary,no,-4240,yes,yes,unknown,6,oct,3821,7,-1,5,success,yes
90,student,married,tertiary,no,12595,no,no,unknown,23,jun,1739,42,-1,2,failure,no
44,technician,divorced,tertiary,no,61044,yes,yes,cellular,13,feb,4269,2,-1,5,failure,yes
22,entrepreneur,married,unknown,no,73240,yes,yes,telephone,3,apr,36,13,-1,2,unknown,no
79,services,married,tertiary,no,15998,no,no,unknown,11,jan,2613,53,-1,5,unknown,no
69,services,single,primary,no,74163,no,yes,cellular,31,sep,3590,7,-1,3,success,yes
66,unemployed,married,tertiary,no,44155,no,no,unknown,17,dec,1852,31,-1,4,failure,no
22,student,single,tertiary,yes,66275,yes,yes,telephone,23,may,4656,5,-1,4,other,yes
76,unemployed,divorced,secondary,no,38637,yes,no,telephone,9,sep,2117,19,-1,4,failure,no
67,technician,married,primary,no,41967,no,no,unknown,17,dec,4515,8,-1,5,failure,yes
79,blue-collar,divorced,primary,no,34897,yes,no,unknown,25,may,3241,29,-1,2,failure,yes
82,housemaid,single,secondary,no,9264,no,no,unknown,21,nov,1135,41,402,4,failure,no
34,admin.,single,unknown,no,12939,yes,no,telephone,1,jan,4088,41,-1,4,other,yes
34,housemaid,single,primary,no,10444,yes,no,telephone,19,sep,151,59,-1,3,failure,no
90,admin.,single,primary,no,80291,no,yes,cellular,25,feb,931,8,-1,1,success,yes
59,management,married,tertiary,no,38558,yes,no,unknown,5,oct,3836,26,-1,2,success,yes
52,retired,married,primary,no,33747,no,no,cellular,13,jan,4438,33,-1,1,other,yes
40,unemployed,divorced,primary,no,86122,yes,no,telephone,20,oct,1908,6,-1,0,unknown,no
67,services,married,unknown,no,89591,no,no,telephone,1,may,3233,7,-1,5,success,yes
76,technician,divorced,unknown,no,17737,no,no,cellular,23,mar,3430,20,-1,4,other,yes
18,entrepreneur,single,secondary,no,31013,yes,no,telephone,27,jul,3631,55,-1,3,other,no
61,housemaid,divorced,primary,no,37291,no,no,telephone,17,dec,4455,37,-1,2,other,yes
95,student,single,primary,no,84368,yes,no,telephone,14,feb,427,36,-1,0,other,no
39,unemployed,single,unknown,no,65879,no,yes,cellular,3,apr,947,35,-1,2,other,no
39,technician,single,unknown,no,51891,no,no,unknown,23,aug,4517,52,-1,1,unknown,yes
86,services,single,secondary,no,17863,yes,no,cellular,30,feb,2678,35,681,3,success,yes
22,unemployed,married,unknown,no,34418,yes,no,cellular,28,dec,2598,46,-1,2,success,yes
49,services,single,tertiary,no,-4827,no,yes,telephone,18,jul,1982,20,-1,5,success,yes
53,services,single,primary,no,69443,yes,no,telephone,2,dec,1781,52,-1,5,other,no
80,retired,married,unknown,no,93074,yes,yes,telephone,9,may,1204,3,-1,3,failure,no
28,entrepreneur,divorced,unknown,no,78532,yes,no,telephone,9,oct,1962,22,-1,5,failure,yes
51,blue-collar,single,tertiary,no,26022,no,yes,cellular,1,apr,360,16,-1,1,success,no
29,self-employed,married,unknown,no,45095,no,no,telephone,4,jun,1441,9,-1,0,unknown,no
79,management,divorced,tertiary,no,97336,no,no,cellular,18,may,4887,34,771,3,other,yes
67,technician,married,primary,no,38796,yes,no,telephone,4,jul,801,57,-1,0,other,no
56,unknown,single,unknown,no,84302,no,no,unknown,2,mar,3601,11,-1,5,unknown,yes
48,unemployed,single,secondary,no,55516,yes,yes,unknown,30,jul,170,56,-1,0,unknown,no
29,services,single,primary,no,46882,no,no,unknown,19,nov,3609,54,-1,5,unknown,no
89,services,divorced,primary,no,56367,yes,no,unknown,25,feb,1300,56,-1,4,success,no
68,admin.,divorced,tertiary,no,16596,yes,no,telephone,8,oct,3454,1,855,1,failure,no
42,technician,single,tertiary,no,38802,no,no,telephone,12,nov,2442,63,-1,3,unknown,no
50,blue-collar,divorced,secondary,no,25478,no,yes,unknown,19,jan,3815,27,-1,3,success,yes
74,management,divorced,tertiary,no,75342,yes,no,cellular,22,sep,3279,38,-1,4,other,yes
74,unemployed,divorced,unknown,no,59361,yes,no,telephone,12,jun,2745,20,-1,2,unknown,yes
53,unemployed,single,unknown,no,35969,yes,no,telephone,29,aug,3607,33,-1,3,failure,yes
41,blue-collar,married,unknown,no,82475,no,yes,cellular,22,apr,4751,35,-1,2,failure,yes
69,blue-collar,married,tertiary,no,41829,yes,no,cellular,7,mar,2929,51,-1,0,failure,yes
69,blue-collar,single,primary,no,96862,yes,no,unknown,4,apr,855,22,-1,4,success,no
64,housemaid,single,primary,yes,58585,yes,no,telephone,1,feb,570,7,-1,1,success,no
23,retired,married,unknown,no,89428,yes,yes,unknown,27,may,2693,37,-1,1,unknown,yes
54,unemployed,married,tertiary,no,100553,no,yes,telephone,26,nov,2122,50,89,1,failure,no
65,retired,divorced,secondary,no,27969,yes,no,telephone,15,oct,2993,1,-1,3,other,yes
92,self-employed,divorced,unknown,no,20675,no,no,unknown,23,mar,3282,52,-1,4,unknown,yes
58,admin.,divorced,unknown,no,83919,no,no,cellular,28,jul,919,51,-1,4,other,no
44,blue-collar,married,tertiary,no,17514,yes,no,telephone,5,jan,3655,37,-1,3,unknown,no
61,housemaid,married,primary,no,74730,no,no,cellular,31,jan,4876,60,733,2,other,yes
31,self-employed,married,primary,no,11457,no,yes,unknown,16,aug,1596,25,-1,5,unknown,no
25,unemployed,divorced,unknown,no,87683,no,no,unknown,14,apr,4568,9,-1,2,other,yes
70,student,single,secondary,no,67838,yes,yes,cellular,5,sep,4567,42,-1,0,failure,yes
94,entrepreneur,divorced,unknown,yes,49314,yes,no,unknown,21,feb,2058,39,-1,4,success,yes
83,technician,single,tertiary,no,41400,no,no,telephone,19,feb,3912,58,-1,5,unknown,no
63,admin.,single,unknown,no,62099,yes,no,telephone,1,sep,4586,15,-1,1,success,yes
21,blue-collar,single,tertiary,no,34746,yes,no,unknown,21,mar,4189,10,-1,1,failure,yes
95,retired,divorced,tertiary,no,35757,no,yes,unknown,5,jan,1911,43,-1,2,failure,yes
53,entrepreneur,single,unknown,no,14449,yes,no,unknown,9,oct,3278,20,-1,2,other,yes
40,unknown,single,unknown,no,9362,no,no,cellular,19,sep,2914,12,283,1,other,yes
87,unknown,divorced,primary,no,90025,no,yes,telephone,25,dec,2035,43,-1,0,success,yes
76,unknown,single,unknown,no,74412,yes,no,unknown,5,aug,3145,12,-1,1,success,yes
76,self-employed,divorced,primary,no,40749,no,no,telephone,15,jun,4595,53,-1,1,unknown,no
39,services,single,primary,no,83489,no,yes,telephone,9,sep,127,20,-1,1,failure,no
95,retired,divorced,secondary,no,58846,no,no,unknown,22,oct,4434,42,-1,1,success,yes
53,technician,single,primary,no,57898,yes,no,unknown,26,aug,1810,37,369,5,success,yes
59,admin.,single,secondary,no,4378,no,no,telephone,20,apr,4075,38,428,1,success,yes
76,entrepreneur,married,unknown,no,51210,no,no,cellular,25,nov,530,20,-1,4,success,no
69,blue-collar,single,tertiary,no,3876,no,no,cellular,14,sep,4383,6,-1,3,other,yes
31,unknown,married,tertiary,no,67232,yes,yes,unknown,19,nov,2203,41,-1,2,success,no
41,technician,single,unknown,no,-592,no,no,cellular,10,jul,4508,28,708,4,other,no
46,unknown,divorced,secondary,no,48566,yes,yes,cellular,31,jun,2104,62,-1,0,success,no
91,blue-collar,single,unknown,no,32408,yes,no,telephone,7,nov,3671,57,-1,4,failure,no
73,housemaid,single,tertiary,no,6390,no,no,cellular,29,aug,2932,5,534,2,success,yes
46,housemaid,married,secondary,no,44017,yes,no,cellular,24,oct,985,23,858,4,unknown,no
75,management,divorced,unknown,no,14074,yes,no,unknown,31,nov,1226,27,-1,5,success,no
75,services,single,unknown,no,18903,no,no,telephone,20,apr,2649,25,-1,4,success,yes
48,services,single,primary,no,89888,yes,yes,telephone,11,mar,2394,46,-1,0,success,yes
49,unknown,married,primary,no,30464,no,no,telephone,9,feb,3030,23,-1,5,success,yes
87,retired,married,primary,no,36433,yes,no,telephone,6,aug,3968,10,-1,4,failure,yes
61,unemployed,married,tertiary,no,-7312,no,no,telephone,30,oct,3804,23,97,0,failure,yes
29,unknown,divorced,unknown,no,25057,no,yes,telephone,4,dec,288,50,-1,1,unknown,no
74,management,divorced,tertiary,no,30619,yes,no,telephone,26,jan,2435,26,-1,5,unknown,no
63,unknown,married,secondary,no,71107,no,no,cellular,22,jan,729,18,-1,5,success,yes
57,blue-collar,married,tertiary,no,5108,yes,no,unknown,4,sep,2522,49,551,2,unknown,no
74,unknown,divorced,secondary,no,94286,no,no,unknown,29,apr,2636,5,-1,5,unknown,no
88,entrepreneur,single,tertiary,no,6122,yes,no,telephone,6,jun,4897,29,-1,2,failure,yes
43,technician,married,unknown,no,63807,no,yes,telephone,5,jan,1910,7,-1,5,failure,yes
50,student,single,tertiary,no,-7505,no,no,cellular,17,jan,2224,39,-1,3,success,no
32,technician,married,unknown,no,82156,yes,no,telephone,4,jul,2516,57,-1,3,unknown,no
68,self-employed,married,unknown,no,68601,yes,yes,unknown,4,sep,639,28,-1,0,unknown,no
49,self-employed,single,tertiary,no,84131,no,no,cellular,20,nov,294,62,-1,5,failure,no
44,services,divorced,tertiary,no,94441,no,no,cellular,30,jun,3490,56,318,1,other,yes
72,housemaid,divorced,primary,no,83739,no,no,unknown,2,aug,1478,46,-1,1,failure,no
49,management,married,unknown,no,60370,yes,no,telephone,20,nov,1783,12,-1,2,success,yes
54,blue-collar,single,secondary,no,84231,no,no,cellular,19,jun,4880,3,-1,4,unknown,yes
52,entrepreneur,divorced,primary,no,2582,yes,no,unknown,3,mar,1222,8,226,4,failure,no
38,admin.,divorced,tertiary,no,62973,no,no,telephone,5,oct,4447,22,-1,3,other,yes
27,services,divorced,primary,no,100861,no,yes,cellular,14,jan,3091,26,-1,5,other,no
82,housemaid,married,tertiary,no,33491,no,yes,cellular,22,apr,1304,14,-1,4,other,no
25,unknown,married,unknown,no,99314,yes,no,cellular,7,feb,4694,62,-1,0,failure,yes
43,entrepreneur,married,tertiary,no,47732,yes,yes,cellular,14,aug,3060,47,528,4,unknown,no
70,student,married,tertiary,no,43505,no,no,cellular,16,apr,1538,45,-1,1,unknown,no
28,self-employed,married,secondary,no,25013,yes,yes,telephone,23,may,2220,42,-1,3,unknown,no
69,unemployed,married,tertiary,no,3865,yes,no,telephone,8,aug,1831,39,-1,3,other,no
75,retired,single,secondary,no,88399,yes,no,cellular,22,apr,4158,56,704,2,success,yes
69,retired,single,tertiary,no,71281,no,yes,unknown,26,may,2289,25,-1,2,unknown,no
41,unknown,single,tertiary,no,36022,yes,no,unknown,19,jun,181,9,-1,1,unknown,no
19,self-employed,married,primary,no,97761,no,no,telephone,23,feb,3384,19,423,1,other,no
87,entrepreneur,married,primary,no,12221,yes,no,unknown,6,dec,3723,15,-1,5,other,yes
43,student,divorced,primary,no,77656,no,no,telephone,29,dec,1947,61,-1,2,failure,no
80,entrepreneur,single,tertiary,no,41742,yes,no,cellular,10,sep,4534,36,-1,2,unknown,yes
33,retired,married,secondary,no,60662,yes,no,cellular,7,feb,2091,27,-1,4,success,no
30,blue-collar,divorced,secondary,no,-3904,no,no,unknown,18,jun,1299,2,-1,1,other,yes
78,services,divorced,secondary,no,59191,yes,no,cellular,12,may,3447,45,-1,1,other,yes
91,self-employed,divorced,secondary,no,66708,yes,no,telephone,15,feb,628,41,-1,1,unknown,no
85,student,married,unknown,no,99570,no,no,unknown,25,nov,4845,52,810,0,success,yes
76,unemployed,single,secondary,no,30073,no,no,telephone,17,may,3361,9,264,2,unknown,yes
37,entrepreneur,divorced,secondary,no,43,no,no,unknown,12,aug,1556,42,-1,0,other,no
